user_id,book_id,borrow_date,return_date
59,18fe4a11-7f4b-4e0a-9db0-40784e94a925,2024-03-30,2024-04-05
59,18fe4a11-7f4b-4e0a-9db0-40784e94a925,2024-01-27,2024-01-30
117,b1963405-a616-43a8-ab91-339159fb8328,2024-01-21,2024-01-24
117,75b851de-8ad1-409b-a39c-4e039830d129,2024-01-21,2024-02-04
117,f9f3166d-15d9-4fb2-a5be-475dc740e2ac,2024-02-18,2024-02-28
117,cff438cf-5de9-468a-ae39-09b96bca6b46,2024-02-13,2024-02-22
117,0e821e2a-6915-4dab-a31c-4513a0396c6c,2024-02-01,2024-02-10
78,ae7d6e8b-1de4-4857-b83b-c7eaa17bb946,2024-02-06,2024-02-19
78,91048df7-1f64-4911-923a-9ff194a10208,2024-02-29,2024-03-03
78,58c74b60-00e7-49db-b928-e2f8613048a6,2024-03-18,2024-03-30
78,ae821c98-496d-43a7-8f83-97dbf156f1ba,2024-02-08,2024-02-22
78,4d5c9ab9-a311-4d46-a72b-311302990923,2024-01-15,2024-01-27
78,4c3a219d-d884-4caf-a2e6-39cc0e77e191,2024-03-07,2024-03-18
78,1bbd322d-8748-444f-bf27-d011c0f90121,2024-01-10,2024-01-14
151,561ee0c5-0b4d-45de-96af-dd22a9d9a1b9,2024-03-06,2024-03-19
151,561ee0c5-0b4d-45de-96af-dd22a9d9a1b9,2024-03-10,2024-03-19
151,736eea3b-0bbe-4126-8d7a-21faed4e896e,2024-01-24,2024-02-02
151,561ee0c5-0b4d-45de-96af-dd22a9d9a1b9,2024-01-01,2024-01-11
253,5a448007-f837-482e-9cf9-f10335785a8e,2024-03-17,2024-03-20
253,557b8847-0dbb-4cbe-8f85-bc6326107091,2024-01-26,2024-02-02
253,c69ff5eb-d6ce-45f5-9bec-2066216889b7,2024-01-24,2024-02-06
253,4ed73bfc-bd44-4c66-9060-1d2934b4f2fa,2024-01-18,2024-01-31
278,a87b91d8-e82c-4a59-95a7-f708f497865e,2024-03-30,2024-04-09
278,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-02-05,2024-02-12
278,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-02-16,2024-02-19
278,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-03-08,2024-03-15
278,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-03-02,2024-03-07
106,3697aa1c-ab6f-4faf-87cc-8873a031dfc6,2024-03-02,2024-03-09
106,3697aa1c-ab6f-4faf-87cc-8873a031dfc6,2024-03-10,2024-03-16
106,3697aa1c-ab6f-4faf-87cc-8873a031dfc6,2024-01-15,2024-01-21
106,3697aa1c-ab6f-4faf-87cc-8873a031dfc6,2024-01-13,2024-01-18
149,c8463901-659a-49d3-a0c6-5dad60935cee,2024-03-13,2024-03-17
149,c8463901-659a-49d3-a0c6-5dad60935cee,2024-03-07,2024-03-20
149,c8463901-659a-49d3-a0c6-5dad60935cee,2024-02-16,2024-02-19
149,c8463901-659a-49d3-a0c6-5dad60935cee,2024-01-15,2024-01-21
149,a8e99779-bcc6-4dce-b986-ae2ad7c34916,2024-02-12,2024-02-15
149,f067ba6b-f616-49d3-952a-74ee22a15af8,2024-01-19,2024-01-24
149,1f94930e-9d45-4b9e-bca7-aa18c4784a77,2024-02-14,2024-02-19
114,b13a85db-4977-4d0a-898c-868f93f58533,2024-02-18,2024-02-27
114,80393874-284e-4199-b2d0-f0fd0b70a39a,2024-03-05,2024-03-17
114,64718323-d970-4f82-8bf2-518dfaa57db6,2024-03-12,2024-03-15
114,d344ccfd-fdba-4db9-afde-45998e83c3fc,2024-01-14,2024-01-17
114,60097964-c627-416f-9d47-8ff430d6e045,2024-03-04,2024-03-12
201,8736599c-7bbb-42b5-a5d9-e4298af02b2a,2024-01-30,2024-02-06
201,12080557-cb89-4f54-80af-d6a3b3c28e35,2024-01-06,2024-01-12
201,c51388bd-08df-4e35-8e5e-43a75863c46c,2024-01-13,2024-01-18
201,030cc9b3-aed5-41f4-9662-7f5c32eff51a,2024-03-14,2024-03-18
201,74a2ead7-7a77-4df9-96a6-e88997e32e1d,2024-03-19,2024-04-02
5,656c478e-499b-4d5b-8967-44a2b8081902,2024-01-25,2024-02-07
5,a937464a-723c-4020-89e1-f0a4fab7dd9f,2024-02-25,2024-03-07
5,73656598-2921-481d-b5d9-9c14fc2978ab,2024-01-11,2024-01-19
5,31d31ab6-e97f-494a-9bd0-1abd7564a884,2024-02-26,2024-03-01
226,ff93edf9-7b37-4d3e-a79b-a6932c35f9a0,2024-03-29,2024-04-08
226,61924350-7919-4bb0-b474-75a994c61799,2024-02-23,2024-03-02
226,b81901ec-0ade-4457-896b-6b88f1b88173,2024-03-22,2024-04-01
226,1e6a1019-2b8a-459b-ba3c-41366008199a,2024-01-14,2024-01-22
226,0e34b9cc-0825-49fc-9606-11b420268c23,2024-01-07,2024-01-15
226,b81901ec-0ade-4457-896b-6b88f1b88173,2024-03-24,2024-04-07
268,318b6d5e-d089-441f-874b-83320c524941,2024-01-03,2024-01-16
268,cdc4076a-b450-4a25-86ef-5e99bdc23b51,2024-03-05,2024-03-13
268,d16dd0d2-ada2-47d8-97f6-4f82a8a17e40,2024-02-15,2024-02-20
268,1ccf5ce1-d0b0-41bb-887e-c50b5146138d,2024-01-31,2024-02-08
268,1d68173a-9e0f-4ddd-8ac5-cc0a8aca78ea,2024-01-09,2024-01-19
21,f6e8f683-736b-478a-abbd-8f54c75dc857,2024-01-20,2024-01-23
21,4c5328fa-2c99-4c8d-a150-52236d1760f7,2024-03-18,2024-03-29
21,4496f2f0-5f69-4680-9a92-41b4a0ab1939,2024-03-14,2024-03-24
21,beb188f5-46ee-4e5c-9885-98c257bd52b4,2024-01-09,2024-01-14
21,dec1fbb2-05a6-4ba8-b058-4e6b54eb0e09,2024-02-27,2024-03-02
21,2323187f-e1cc-4f63-9900-f3d87e3fed93,2024-02-10,2024-02-19
72,3495d011-edd1-4c95-aa27-41ea73e1de5a,2024-01-05,2024-01-15
72,81bb6bc3-7a52-4378-aec0-81ccffbe157f,2024-03-22,2024-04-03
72,ffcd6bbe-de68-4ab6-92fa-4e7472736d4a,2024-01-27,2024-01-30
72,3644aa09-9264-4eb6-8bb0-420074ea1be2,2024-01-03,2024-01-14
72,2e6b470b-1cf2-495a-9fba-9fe85bb60aa9,2024-02-16,2024-02-19
72,81bb6bc3-7a52-4378-aec0-81ccffbe157f,2024-03-16,2024-03-29
72,f3934982-c9e2-4af0-a2cc-8dbee515d2bc,2024-03-01,2024-03-06
165,0af68e02-1d5a-447c-a086-2594737558f1,2024-03-03,2024-03-11
165,0af68e02-1d5a-447c-a086-2594737558f1,2024-01-25,2024-02-05
165,0af68e02-1d5a-447c-a086-2594737558f1,2024-02-01,2024-02-10
165,1f81d7ab-6bc3-4337-82c3-8bc74f7d4785,2024-03-11,2024-03-23
165,0af68e02-1d5a-447c-a086-2594737558f1,2024-01-31,2024-02-09
280,a460307f-d36c-4116-b3ae-0e3c20d4f5f7,2024-02-08,2024-02-20
280,71c1322d-7a73-4a6e-8769-7b9f13dbd421,2024-03-18,2024-03-30
280,d755d6da-5852-4d84-9a06-169b32938792,2024-01-12,2024-01-22
280,14609f48-7546-40da-893d-ac562204ca52,2024-03-27,2024-03-30
142,c7ff0d53-7639-46e7-b001-d8f3f0692226,2024-01-31,2024-02-05
142,525006f4-0c86-4154-96d7-f3ea40e1f24c,2024-03-22,2024-03-26
142,48206efc-b55a-49e7-8c20-ed98bbe39453,2024-01-05,2024-01-10
142,afa3bc48-066d-4af9-9390-ff2cecdbbae6,2024-01-11,2024-01-22
206,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-02-28,2024-03-03
206,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-02-15,2024-02-23
206,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-03-21,2024-03-25
206,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-02-07,2024-02-12
206,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-03-29,2024-04-07
206,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-01-15,2024-01-29
116,eb7e77c1-36e9-4736-a07a-039f9b224bd9,2024-01-21,2024-01-28
116,0bb57d2b-b54b-499f-9c9d-a359e5002350,2024-02-14,2024-02-18
116,eb7e77c1-36e9-4736-a07a-039f9b224bd9,2024-01-22,2024-02-03
116,12b90066-2e3d-477e-9ce3-a4decd1b57fe,2024-01-31,2024-02-04
116,3f01baaf-a5af-4d8c-a8f4-d154f526a0a9,2024-02-08,2024-02-20
116,3f01baaf-a5af-4d8c-a8f4-d154f526a0a9,2024-01-16,2024-01-25
34,eb845d07-4129-41b1-a5eb-c51297101d02,2024-01-25,2024-01-28
34,f79244ad-d4d4-4ea5-8592-16be8d239237,2024-02-15,2024-02-24
34,eb845d07-4129-41b1-a5eb-c51297101d02,2024-03-20,2024-03-25
34,4c513227-a004-480a-8e5c-7901431646ab,2024-01-05,2024-01-09
163,565301df-2fa3-423e-a440-f6fdcadda896,2024-03-23,2024-03-29
163,202940fb-ac34-4540-a1a1-338968d27fb2,2024-03-19,2024-03-22
163,2c525b2e-f8f8-40d1-aaa6-e6d715671948,2024-01-24,2024-02-04
163,df0aa669-948f-45de-a5d3-1b88491346ca,2024-03-18,2024-03-24
163,517160c2-c7a9-40cd-99cf-97e488d71255,2024-03-30,2024-04-03
189,e1a749c9-fe1b-4224-adce-3e3d6a891054,2024-01-30,2024-02-05
189,026ca6a4-424a-424a-b99d-ef4b4c5a0a2b,2024-03-16,2024-03-28
189,07c5f219-412c-4796-8e8f-44dd6435e2ac,2024-03-04,2024-03-11
189,087e1598-11df-4ea2-832f-33179e56c8c2,2024-02-24,2024-03-01
189,087e1598-11df-4ea2-832f-33179e56c8c2,2024-02-13,2024-02-19
189,087e1598-11df-4ea2-832f-33179e56c8c2,2024-03-14,2024-03-19
189,087e1598-11df-4ea2-832f-33179e56c8c2,2024-02-14,2024-02-24
232,18fe4a11-7f4b-4e0a-9db0-40784e94a925,2024-02-29,2024-03-06
232,30539b9f-6612-4da2-95f6-60f18dad88b7,2024-03-23,2024-03-27
232,18fe4a11-7f4b-4e0a-9db0-40784e94a925,2024-03-30,2024-04-09
232,18fe4a11-7f4b-4e0a-9db0-40784e94a925,2024-02-10,2024-02-15
232,18fe4a11-7f4b-4e0a-9db0-40784e94a925,2024-02-11,2024-02-19
232,18fe4a11-7f4b-4e0a-9db0-40784e94a925,2024-01-29,2024-02-08
260,30539b9f-6612-4da2-95f6-60f18dad88b7,2024-01-16,2024-01-29
260,d97eafa2-29bf-46c6-bfb2-cfd7b17fee37,2024-01-06,2024-01-13
260,f9e51fef-dc34-4e02-998f-a2548fc9109e,2024-02-14,2024-02-20
260,712dabcb-4d44-4b80-811c-c9705750f77c,2024-02-12,2024-02-21
225,b76e9997-dbcf-4bb9-a89a-f880ba174c3d,2024-02-18,2024-02-27
225,73656598-2921-481d-b5d9-9c14fc2978ab,2024-02-21,2024-02-25
225,762ac5b8-410a-479f-b346-c6a0927716e4,2024-02-25,2024-02-29
225,356c9433-1de3-491b-8639-6e28296aa083,2024-02-18,2024-02-29
192,c8463901-659a-49d3-a0c6-5dad60935cee,2024-02-26,2024-03-02
192,c8463901-659a-49d3-a0c6-5dad60935cee,2024-01-27,2024-02-09
192,77d97708-5471-4efa-b468-ff3278ee6976,2024-02-18,2024-02-26
192,c8463901-659a-49d3-a0c6-5dad60935cee,2024-02-18,2024-03-02
113,a52e0439-e2f7-49f2-b177-e1094f04e7ef,2024-03-01,2024-03-13
113,b85b125a-a33c-4e34-9a8b-8d2d1c2654db,2024-03-30,2024-04-12
113,e9ae2082-2799-40fa-a6fc-d7133d9bd7e3,2024-01-14,2024-01-26
113,f2e25766-3b39-4329-bf47-813a4d936027,2024-03-12,2024-03-18
113,4407ef9a-8ba3-4fc5-b0ad-96b663c8a853,2024-02-27,2024-03-12
157,f5cb234a-e6b0-4c40-aed4-2ee00ea04ce4,2024-01-30,2024-02-04
157,04b4a0b8-630c-4eb2-90d0-eeeec5692be5,2024-03-03,2024-03-12
157,de1c6fdf-1a85-4dce-8ee9-16aad9b290bc,2024-02-25,2024-02-29
157,194c74d0-bfaa-40b4-8f0e-86c12ae7ad25,2024-01-01,2024-01-05
289,c8463901-659a-49d3-a0c6-5dad60935cee,2024-03-13,2024-03-20
289,c8463901-659a-49d3-a0c6-5dad60935cee,2024-03-14,2024-03-18
289,c8463901-659a-49d3-a0c6-5dad60935cee,2024-03-27,2024-04-07
289,bea19fb0-8fbd-44b0-81c0-a1014b65a3e0,2024-01-02,2024-01-05
231,3f01baaf-a5af-4d8c-a8f4-d154f526a0a9,2024-02-26,2024-03-04
231,8b5bf8fc-b1b8-45ca-848e-189a3208dc28,2024-03-27,2024-04-03
231,72b18819-635e-4a83-8459-0a5ac4b6816e,2024-02-21,2024-03-05
231,eb7e77c1-36e9-4736-a07a-039f9b224bd9,2024-01-22,2024-01-30
231,4f51fa62-431d-4ad9-82d1-2c9619488a32,2024-02-02,2024-02-16
231,3caa330b-04cd-446e-87c6-3c2f1f0d1a4c,2024-02-10,2024-02-24
231,3f01baaf-a5af-4d8c-a8f4-d154f526a0a9,2024-03-27,2024-04-03
170,5e590235-30fb-4312-9ccd-b8c449bd6048,2024-01-08,2024-01-12
170,64c8d3ed-3369-4eee-adf9-603908513a47,2024-02-07,2024-02-11
170,0e34b9cc-0825-49fc-9606-11b420268c23,2024-03-02,2024-03-07
170,77567c59-1997-4073-9ac0-4e0e56b760b7,2024-03-13,2024-03-23
207,cfe4fb16-bf3f-44bb-949b-f796dde4cdad,2024-03-01,2024-03-04
207,fd4592a4-87cb-4add-a677-b4e4a2ed3e67,2024-02-29,2024-03-05
207,0aa797f6-a44e-479b-8e8a-4b7e3eecdd1f,2024-03-16,2024-03-19
207,8517a32b-e9d2-46fc-a881-4503829020a1,2024-03-17,2024-03-29
57,ae7d6e8b-1de4-4857-b83b-c7eaa17bb946,2024-03-01,2024-03-13
57,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-03-15,2024-03-22
57,99c390f3-a690-4228-b1e1-5f1b44eafd4b,2024-01-26,2024-01-31
57,b76e9997-dbcf-4bb9-a89a-f880ba174c3d,2024-03-27,2024-04-10
261,eea28563-1576-4fc1-a6a8-0a1494d40c8a,2024-01-06,2024-01-12
261,02a513d5-58d2-47b6-90b4-eb1cf610ca88,2024-01-04,2024-01-13
261,f166080c-d284-4541-80c5-3d97c828d1e3,2024-01-02,2024-01-09
261,6f07ffa7-f0af-4624-be70-5812fa587eba,2024-02-28,2024-03-04
261,736d303b-c766-473c-9af9-4dd277641297,2024-01-16,2024-01-24
42,eb7e77c1-36e9-4736-a07a-039f9b224bd9,2024-01-12,2024-01-15
42,8b5bf8fc-b1b8-45ca-848e-189a3208dc28,2024-02-18,2024-02-22
42,e31b38a9-801d-4a44-bbce-2aabdd9d6d24,2024-02-29,2024-03-12
42,8b5bf8fc-b1b8-45ca-848e-189a3208dc28,2024-03-28,2024-04-09
42,8b5bf8fc-b1b8-45ca-848e-189a3208dc28,2024-03-14,2024-03-25
42,fc537499-317e-48b9-aaaf-91868c6e0858,2024-03-14,2024-03-21
42,3f01baaf-a5af-4d8c-a8f4-d154f526a0a9,2024-02-16,2024-02-20
127,4b566f8d-2971-408a-982f-7ced9a077e1a,2024-01-04,2024-01-10
127,37d1fef8-d61b-4335-9ba6-80715cfd2e86,2024-01-29,2024-02-06
127,85642a6c-8a2e-49b3-8eee-cbb93b1ae5c0,2024-02-03,2024-02-11
127,ecc36222-9de0-45a4-a1be-71e97f16fec1,2024-03-13,2024-03-26
127,ce1bab80-b55a-494b-be81-08fbbe89e330,2024-02-12,2024-02-16
127,ecc36222-9de0-45a4-a1be-71e97f16fec1,2024-01-07,2024-01-21
187,bdb1e2f2-2e24-4e1b-b083-e64acd55088d,2024-02-03,2024-02-14
187,4c3a219d-d884-4caf-a2e6-39cc0e77e191,2024-02-11,2024-02-16
187,bdb1e2f2-2e24-4e1b-b083-e64acd55088d,2024-03-31,2024-04-13
187,a87b91d8-e82c-4a59-95a7-f708f497865e,2024-03-20,2024-03-26
288,77d4c64a-405f-4a50-99cc-3e99caa818f4,2024-02-02,2024-02-06
288,b670a103-fa70-4cae-8ca2-2c1b49285b15,2024-03-21,2024-03-24
288,87b12c69-2432-46e7-b23f-4aa3f7bae1c4,2024-02-23,2024-02-26
288,637cb62f-73eb-4bdf-be4c-81ad74b28547,2024-03-12,2024-03-23
288,1948922b-7f29-46ab-83ef-4ef480917b6c,2024-03-16,2024-03-27
288,dee8f9f4-9d3c-452f-b71b-c7073111c115,2024-02-16,2024-02-26
222,f61849ae-31ec-4318-bd8b-abaad7ee4334,2024-01-03,2024-01-15
222,f9f3166d-15d9-4fb2-a5be-475dc740e2ac,2024-01-24,2024-01-29
222,b26c3f4f-d07a-4ca8-b35d-33e1d922a59c,2024-02-20,2024-02-26
222,ce13738e-1356-42fb-bfa5-83adc947622d,2024-01-22,2024-02-03
222,0e821e2a-6915-4dab-a31c-4513a0396c6c,2024-02-28,2024-03-09
222,72c99817-85cf-4f70-a354-f675769d0226,2024-01-13,2024-01-17
174,cd7153d7-99ca-4095-acee-76d2fb81201f,2024-01-01,2024-01-04
174,af6d2eae-ff6c-4894-88c5-31ea53b39a51,2024-02-09,2024-02-20
174,695d3784-b061-4bf7-b28a-261a6801c9ae,2024-02-07,2024-02-15
174,fd57f780-b429-4fa7-871f-bb44b75d359b,2024-01-22,2024-02-03
174,5903a5da-1e92-4797-9d16-c74e1be70b34,2024-03-26,2024-04-05
174,2323187f-e1cc-4f63-9900-f3d87e3fed93,2024-01-17,2024-01-25
80,92887678-d9ba-4ff9-b9ee-d14ec5031534,2024-02-05,2024-02-16
80,c99527af-5473-4bbe-acc0-a86ec8957aa2,2024-03-23,2024-04-06
80,d493ad8d-88f6-4573-b7c2-f6e3a869c878,2024-01-21,2024-01-27
80,7dd8bfac-7be0-4eee-b266-6044c2c1049d,2024-02-25,2024-03-09
80,c6d41caa-9953-47e9-88a8-e787d510c6f5,2024-03-27,2024-04-06
80,c6d41caa-9953-47e9-88a8-e787d510c6f5,2024-01-20,2024-01-31
80,5b98434f-1931-41f6-8a0f-87ae2f70d1d4,2024-01-10,2024-01-17
88,a3f5f7ce-e9b7-4025-8096-28555bd5d47b,2024-03-14,2024-03-26
88,9debc090-9e96-4d01-87d2-761aa8aaac56,2024-02-24,2024-02-29
88,e925bdd6-2e5b-4c6e-8835-107bcfad041b,2024-01-29,2024-02-06
88,03de8bd4-9454-431a-9387-c86cc02e0a9c,2024-03-05,2024-03-08
224,0af68e02-1d5a-447c-a086-2594737558f1,2024-02-09,2024-02-23
224,0af68e02-1d5a-447c-a086-2594737558f1,2024-02-23,2024-02-27
224,0af68e02-1d5a-447c-a086-2594737558f1,2024-03-04,2024-03-16
224,96ebc8ba-fbc2-48b1-973b-056e4fee79f2,2024-01-08,2024-01-13
224,0af68e02-1d5a-447c-a086-2594737558f1,2024-01-30,2024-02-05
224,0af68e02-1d5a-447c-a086-2594737558f1,2024-01-29,2024-02-07
224,561ee0c5-0b4d-45de-96af-dd22a9d9a1b9,2024-02-27,2024-03-02
125,da759270-e337-4a36-be7d-c58fe7992f07,2024-02-11,2024-02-15
125,c50cf12d-b6fc-4469-8354-ed70c15c2738,2024-03-15,2024-03-27
125,a44970a5-8a33-4fdb-b6cb-3abe13a9bd73,2024-01-22,2024-02-01
125,030cc9b3-aed5-41f4-9662-7f5c32eff51a,2024-01-30,2024-02-08
63,701abc07-47d6-42e5-ad41-54ba0cb9d9fd,2024-03-27,2024-04-05
63,c8463901-659a-49d3-a0c6-5dad60935cee,2024-02-28,2024-03-09
63,c8463901-659a-49d3-a0c6-5dad60935cee,2024-03-22,2024-04-02
63,c8463901-659a-49d3-a0c6-5dad60935cee,2024-03-01,2024-03-07
63,c8463901-659a-49d3-a0c6-5dad60935cee,2024-01-19,2024-01-24
205,d0077aa8-ee7b-494f-bc94-44be3bf3bb61,2024-03-22,2024-03-28
205,6d4c5876-fba8-41eb-88aa-e7af33d4d92f,2024-03-15,2024-03-21
205,90a841bd-7ed9-4920-855e-8660ff6a24dd,2024-03-18,2024-03-24
205,b9058261-7b89-4407-a232-edcfe12c3cd5,2024-03-04,2024-03-17
205,3ec61e9b-6eed-494d-bad6-9ae3329701c8,2024-03-09,2024-03-22
33,a1d592eb-02a3-4fe6-be16-56915583f529,2024-03-06,2024-03-11
33,93e2c908-6322-4ffd-930e-54786ae339ed,2024-01-19,2024-02-01
33,4ef580bd-5802-4432-97de-6d5f9cd3602a,2024-01-09,2024-01-23
33,2b7dba00-b2ad-47b1-95fa-4c6df0a476d3,2024-02-18,2024-02-21
33,87d7f29c-07a4-41ba-a368-d7ef5b8e31b9,2024-03-17,2024-03-30
33,05646cba-50c5-4fb0-a71a-77c38633d757,2024-02-22,2024-02-27
79,741424b5-e653-4ba2-99a5-44bacc740d60,2024-03-14,2024-03-19
79,43e6443d-df7e-4450-b478-2c7863cc0d4e,2024-03-21,2024-04-03
79,83a81860-fad7-497a-a82b-912c6e3d4da2,2024-03-19,2024-03-25
79,a68770db-cb4d-4ee6-8613-b6c990467149,2024-03-28,2024-03-31
79,421da89e-61b7-4d49-ae1f-4ed99d793bb3,2024-01-30,2024-02-06
79,43e6443d-df7e-4450-b478-2c7863cc0d4e,2024-01-08,2024-01-19
79,741424b5-e653-4ba2-99a5-44bacc740d60,2024-03-11,2024-03-21
281,7963efb7-a9a7-4a70-952f-d3181dbd4fa1,2024-01-23,2024-02-05
281,ca5060b2-03ac-4b36-8f42-0b102469f94d,2024-03-03,2024-03-17
281,273761e9-051d-4a6f-9ff8-47650ffe36d3,2024-02-21,2024-03-01
281,f3934982-c9e2-4af0-a2cc-8dbee515d2bc,2024-01-17,2024-01-24
281,68a78b28-0848-4256-9749-a1875a346091,2024-01-11,2024-01-17
275,59938abf-2ba1-458b-a8b0-0ff1aad329b5,2024-03-14,2024-03-24
275,50922acd-4c8b-40bb-8dc4-d75cd346ebcc,2024-03-08,2024-03-21
275,38747298-6bb2-49d8-ad94-46e131a8a9e1,2024-01-19,2024-02-01
275,05caa11d-f9a4-471d-b3ec-14a548e5414b,2024-02-27,2024-03-09
275,27d542ed-d347-4ece-8f65-aa2880056b52,2024-02-21,2024-02-25
275,658704d9-839c-4785-80b3-b712ac9486a0,2024-01-04,2024-01-16
275,8822c368-488d-4c4a-8d2c-3362884f2b17,2024-03-28,2024-03-31
191,468cb575-a296-4b8c-87c2-db1cce0e843d,2024-01-19,2024-01-28
191,087e1598-11df-4ea2-832f-33179e56c8c2,2024-03-24,2024-04-03
191,087e1598-11df-4ea2-832f-33179e56c8c2,2024-01-05,2024-01-08
191,087e1598-11df-4ea2-832f-33179e56c8c2,2024-02-10,2024-02-24
269,62c7b7ea-95f1-47b0-b74e-5ebf7153bf45,2024-03-06,2024-03-15
269,bdb1e2f2-2e24-4e1b-b083-e64acd55088d,2024-03-01,2024-03-08
269,bdb1e2f2-2e24-4e1b-b083-e64acd55088d,2024-03-22,2024-03-25
269,8cf01e4b-0ad4-400d-b578-ca8d7629f58f,2024-02-03,2024-02-14
269,1f81d7ab-6bc3-4337-82c3-8bc74f7d4785,2024-03-21,2024-04-04
14,69f8b840-f74e-4736-85a2-d6d9b2e322aa,2024-03-06,2024-03-20
14,8f51d5f0-352e-48c7-b5ed-e2d44577adca,2024-03-12,2024-03-16
14,e2589cea-95cd-43b9-beb0-4054bbffce21,2024-02-06,2024-02-20
14,fbf41bfe-f34f-40f8-bc7f-43de98e2bddb,2024-02-01,2024-02-14
14,571b27cf-4a3e-44a2-97a9-11d33fd97eb4,2024-01-08,2024-01-22
14,063bc1c4-21d5-4721-aabb-6ff66234300e,2024-03-13,2024-03-17
14,2827996b-c432-40de-b7bb-cab98a793e1b,2024-03-01,2024-03-09
239,4cdccbb5-4f5e-485b-baea-b43087d435ea,2024-01-13,2024-01-20
239,bdb1e2f2-2e24-4e1b-b083-e64acd55088d,2024-01-26,2024-01-31
239,56232ecc-187f-499a-9a02-7ba3b69e48f6,2024-02-10,2024-02-13
239,b508d8c6-6cd4-44b4-90b2-281f4d7fdc0d,2024-01-11,2024-01-23
239,bdb1e2f2-2e24-4e1b-b083-e64acd55088d,2024-02-20,2024-02-23
239,7f996d6a-2d2b-4ba5-b8f6-ddf83507f789,2024-01-25,2024-02-03
239,d1f04072-0a5f-4f14-a46e-73535c6186c6,2024-01-25,2024-01-28
32,474c3105-dc92-47d6-a832-b155e77e91b4,2024-03-15,2024-03-28
32,3427b521-8c37-4044-a609-d75b97a2a1ce,2024-03-30,2024-04-07
32,ba55fc05-e763-47a3-9e10-f97791b38c42,2024-02-04,2024-02-10
32,56232ecc-187f-499a-9a02-7ba3b69e48f6,2024-02-21,2024-03-03
32,c668e5aa-4e4e-4fa4-bdd4-9e826065391c,2024-01-07,2024-01-21
32,a74459b6-bcb9-497c-bb85-87f2206b7b82,2024-03-08,2024-03-14
32,a74459b6-bcb9-497c-bb85-87f2206b7b82,2024-03-15,2024-03-28
240,0dd8009d-cf28-4276-9aaf-5144b117274b,2024-02-03,2024-02-07
240,d0077aa8-ee7b-494f-bc94-44be3bf3bb61,2024-01-21,2024-02-01
240,f629a70a-a1dc-4a49-a88f-2fa523a06ad8,2024-02-02,2024-02-06
240,2758e1a6-e59a-48fc-aad1-10828e29bbd5,2024-03-07,2024-03-21
240,aaec8b34-253d-4c6f-bb5a-7b9067afe0a1,2024-02-25,2024-03-01
240,beb188f5-46ee-4e5c-9885-98c257bd52b4,2024-03-02,2024-03-15
240,3217ace7-702f-45dd-8c4d-39d3040e3c9f,2024-03-31,2024-04-10
240,f629a70a-a1dc-4a49-a88f-2fa523a06ad8,2024-03-10,2024-03-14
240,8e0e2625-b5d8-419b-b90c-47c2c0550229,2024-01-25,2024-01-28
240,4e52e49f-3e9f-4442-b0d9-f66e7679b4cb,2024-01-12,2024-01-22
240,0dd8009d-cf28-4276-9aaf-5144b117274b,2024-01-29,2024-02-11
139,0aa797f6-a44e-479b-8e8a-4b7e3eecdd1f,2024-01-06,2024-01-13
139,fd4592a4-87cb-4add-a677-b4e4a2ed3e67,2024-02-07,2024-02-16
139,6ddfebdc-522a-4c09-8862-76e77ab38d92,2024-02-09,2024-02-18
139,cfe4fb16-bf3f-44bb-949b-f796dde4cdad,2024-03-06,2024-03-20
139,60097964-c627-416f-9d47-8ff430d6e045,2024-01-25,2024-02-04
139,cd399a9d-9221-487a-9ba8-02242a34632b,2024-01-07,2024-01-19
139,3437f574-2c32-4a85-b6ee-e653df0775dc,2024-02-13,2024-02-24
139,60097964-c627-416f-9d47-8ff430d6e045,2024-03-30,2024-04-02
139,d14a21c9-ddbe-414e-ad6d-d50349e409dd,2024-03-15,2024-03-18
139,f893affc-9973-4118-a98d-4160238bb541,2024-01-14,2024-01-20
139,5aaae125-869c-442a-91a7-56347bff34eb,2024-01-18,2024-01-21
139,5fdebb8b-8a30-452b-ac7e-5a6f293315c3,2024-01-08,2024-01-22
139,34ea139a-556b-46f9-a3e6-5df93a075a5f,2024-03-19,2024-04-02
139,ca1c033a-9d42-46a2-9f99-5fce3984eb38,2024-02-13,2024-02-22
155,bdb1e2f2-2e24-4e1b-b083-e64acd55088d,2024-01-05,2024-01-17
155,bdb1e2f2-2e24-4e1b-b083-e64acd55088d,2024-02-28,2024-03-11
155,8c8444b7-0377-4c35-8df4-c0fa0a7f2409,2024-02-22,2024-03-01
155,90a841bd-7ed9-4920-855e-8660ff6a24dd,2024-01-10,2024-01-13
155,a37ccb19-02ac-458e-8393-cf2888acddc2,2024-01-15,2024-01-22
