book_id,book_title,isbn_code,language,author,publisher,cover_type,usage,price,published_year,description,book_type,content_type,genre,rating,cover_image,themes,stock,created_at
2b237b9e-3451-4e34-b529-b4ee435e5829,Le Petit Prince,NULL,Indonesia,Antoine De Saint-Exupery,Gramedia,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2b36859a-6077-4fea-b29c-ceec09586d92,Sang Peramal,NULL,Indonesia,Chandra Bientang,Noura,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Crime & Mystery,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2b4fe83f-d498-4690-b3a5-505591ea92cc,Keep The Aspidistra Flying,NULL,Indonesia,George Orwell,Bentang,NULL,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Western Classics,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2b5ade1d-e060-448b-89b0-8874257181bd,The Witches,NULL,Inggris,Roald Dahl,Puffin,NULL,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Children's Books,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2b7dba00-b2ad-47b1-95fa-4c6df0a476d3,Ekonomi Indonesia Dalam Lintasan Sejarah,NULL,Indonesia,Boediono,Mizan,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Critiques on Capitalism,0,NULL,{History},0,2025-05-27 10:06:40.275537+00
2b8c6f4b-88d7-46b5-a6b9-adaba761f3d7,The Things We Do To Our Friends,NULL,Inggris,Heather Darwent,Penguin,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Crime & Mystery,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2b8f46f1-db72-4a07-97f1-8493221ea350,Gara-Gara Alat Vital dan Kancing Gigi - Bunga Rampai Bahasa,NULL,Indonesia,Gustaaf Kusno,GPU,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Poetry & Literary Criticism,0,NULL,{Literature},0,2025-05-27 10:06:40.275537+00
2bbe1e13-6e12-4eda-a874-dd50115c4900,Subliminal Assassin,NULL,Indonesia,Finn R.,Scritto Books,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Crime & Mystery,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2bc8f8fe-597b-43d3-af4d-32d741c4350d,The Pearl,NULL,Inggris,John Steinbeck,Penguin,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Western Classics,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2bca0310-a870-4731-91ae-70041a7e8164,Sejarah Pergerakan Buruh Indonesia,NULL,Indonesia,Sandra,TURC,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,History,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2bf59026-1dcb-4c85-8994-c310aef42a87,Kartun (Non) Komunikasi,NULL,Indonesia,Larry Gonick,KPG,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Politics & Sociology,0,NULL,{Law},0,2025-05-27 10:06:40.275537+00
2c06ca8e-a738-4722-9cd6-da9fb4f0c12e,Jatisaba,NULL,Indonesia,Ramayda Akmal,Grasindo,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2c45f1af-54f5-41d1-9f8e-bf91c31843a6,My Passion My Career,NULL,Indonesia,"Ardiningtyas Pitaloka, Andin Andiyasari",Metagraf,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Psychology & Self Help,0,NULL,"{""Self Development""}",0,2025-05-27 10:06:40.275537+00
2c525b2e-f8f8-40d1-aaa6-e6d715671948,Desawarna - Saduran Kakawin Nagarakertagama Untuk Bacaan Remaj,NULL,Indonesia,"Mpu Prapanca, Mien Ahmad Rifai",Komunitas Bambu,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2d1e80ee-f089-4c59-9e99-1a2cfe9d0f47,Rencana Besar,NULL,Indonesia,Tsugaeda,Onepeach Media,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Crime & Mystery,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2d5a603b-db8a-47f6-8be8-acc41334ceb1,Af+ermasks,NULL,Indonesia,Hanafi,Studiohanafi,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,History,0,NULL,"{""Asian History""}",0,2025-05-27 10:06:40.275537+00
2d5e454b-8acd-45c8-8fc4-2de5afb2f93e,Hikayat Kadiroen,NULL,Indonesia,Semaoen,Narasi,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,"{""Pujangga Baru""}",0,2025-05-27 10:06:40.275537+00
2d93746a-0c6d-4706-92aa-1e4cde66f504,1000 Years of Joys and Sorrows,NULL,Inggris,Ai Weiwei,Penguin books,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2d9a309a-9260-42b1-919c-f1a80ac36d26,TEMPO Sutan Sjahrir Peran Besar Bung Kecil,NULL,Indonesia,TEMPO,TEMPO,Paperback,On-Site Only,0,NULL,NULL,NULL,Nonfiction,Magazine & Zine,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2da4d5bf-a7c9-45ea-9482-004b1b9acc0e,Amangkurat Amangkurat: Lakon Dalam Empat Belas Adegan,NULL,Indonesia,Goenawan Mohamad,GPU,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2db8ba3b-d3a7-49e6-a0ea-00d3766228f3,"Memburu Manusia Ekonomi, Menggeledah Naluri",NULL,Indonesia,B. Herry- Priyono,Kompas,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Critiques on Capitalism,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2de7580c-219a-464b-9d47-d005f75708cd,Masalalu Selalu Aktual Jilid II,NULL,Indonesia,P. Swantoro,KPG,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,History,0,NULL,"{""Graphic Novel""}",0,2025-05-27 10:06:40.275537+00
2df3188d-77da-4fd9-bb9d-02f000e71944,Saha,NULL,Inggris,Cho Nam-joo,SIMON SCHUSTER,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Memoirs & Biography,0,NULL,"{""Italian Literature""}",0,2025-05-27 10:06:40.275537+00
2e19c7e6-4e27-4855-8ea5-af4bfcf663ff,Niccolo Machiavelli's The Prince on The Art of Power,NULL,Inggris,Niccolo Machiavelli,Watkins,Hardcover,On-Site Only,20000,NULL,NULL,NULL,Nonfiction,Philosophy,0,NULL,{Classics},0,2025-05-27 10:06:40.275537+00
2e2e8bb3-a45e-4ad2-9bba-b68e019bd353,Cerita Detektif Inspektur Jamal,NULL,Indonesia,Achmad Saerozi A.M.,Pradnya Paramita,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2e387b43-7aec-4580-9ca6-3b71b957c13b,Na Willa dan hari-hari ramai,NULL,Indonesia,Reda Gaudiamo,Pos Press,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2e41b6f8-4145-4839-9650-82b8b21b4c42,CitiX60: Milan 60 Creatives Show You The Best of the City,NULL,Inggris,Viction Workshop,Victionary,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Travel,0,NULL,{Italy},0,2025-05-27 10:06:40.275537+00
2e4e0cbd-9d57-47e0-8e29-faee47da605e,Notes From Underground & Other Stories,NULL,Inggris,Fyodor Dostoevsky,Wordsworth Editions,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Russian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2e5a99dd-bd57-42fa-8096-561555643ccc,Kesastraan Melayu Tionghoa dan Kebangsaan Indonesia - Jilid 6,NULL,Indonesia,Marcus A.S & Pax Benedanto,KPG,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,"{""Melayu Tionghoa""}",0,2025-05-27 10:06:40.275537+00
2e6b470b-1cf2-495a-9fba-9fe85bb60aa9,The 48 Laws Of Power,NULL,Inggris,Robert Greene,Penguin Book,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,"{""Short Stories""}",0,2025-05-27 10:06:40.275537+00
2ecc0e86-6c85-4093-a2b9-d3829014a9e3,Kiat-Kiat Berhenti Merokok,NULL,Indonesia,Aditya Siregar,One Peach Media,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2ed21240-ace6-4440-9066-4844d112470b,Demokrasi Kita,NULL,Indonesia,Mohammad Hatta,Sega Arsy,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,{0},0,2025-05-27 10:06:40.275537+00
2ede0ae0-6379-4631-98db-315431151a7d,Bertolt Brecht 100 Gedichte,NULL,NULL,Bertolt Brecht,Suhrkamp,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Poetry & Literary Criticism,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2ee71696-762d-4487-93a8-95f296e04b4c,Horrible Histories: Villainous Victorians,NULL,Inggris,Terry Deary,Scholastic,Hardcover,On-Site Only,0,NULL,NULL,NULL,Nonfiction,Children's Books,0,NULL,{History},0,2025-05-27 10:06:40.275537+00
2f6ad71d-8067-4656-88c6-9ed4855e1a9f,Local Champion! - Jurus Utama Jadi Juara Lokal,NULL,Indonesia,Hermawan Kartajaya,GPU,NULL,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Business,0,NULL,{Marketing},0,2025-05-27 10:06:40.275537+00
2f6d915f-3220-4be2-be48-79510d16b7c4,Tiga Manula Keliling Jawa,NULL,Indonesia,Benny Rachmadi,KPG,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Travel,0,NULL,"{""Graphic Novel""}",0,2025-05-27 10:06:40.275537+00
2f7ee0c0-8a69-4af4-af60-c7ebe7ef462d,Lupus Kecil - Duit Lebaran,NULL,Indonesia,"Hilman, Boim",GPU,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,"{""Young Adult""}",0,2025-05-27 10:06:40.275537+00
2f7fc6ee-1d5b-41b1-8e84-33ac7da4f8c6,Babel,NULL,Inggris,R.F. Kuang,Harper Voyager,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Western Contemporary Lit.,0,NULL,"{""Historical Fiction""}",0,2025-05-27 10:06:40.275537+00
2f97f2a3-fd56-4a83-bd58-4e078afa2ec8,Career Hacks: Kiat-kiat Akselerasi Karier para Profesional Sukses,NULL,Indonesia,"Pambudi Sunarsihanto, et al",Mizan,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Psychology & Self Help,0,NULL,"{""Anthology Essay""}",0,2025-05-27 10:06:40.275537+00
2fa8d629-ff2c-4f2f-81b8-030247033ccc,Babi Babi Babi,NULL,Indonesia,Supartika,Mahima,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
2fd3c8f6-3aaa-4205-8212-8d534b7a407d,The Power of Habit,NULL,Indonesia,Charles Duhigg,KPG,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Psychology & Self Help,0,NULL,{Business},0,2025-05-27 10:06:40.275537+00
2fe8577a-4f60-42c7-b3d9-75caf562b62d,Laila Tak Pulang,NULL,Indonesia,Abi Ardianda,Baca,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
3039f8e4-8314-4d55-8b79-db8cf0207aee,The Book at War: Libraries and Readers in an Age of Conflict,NULL,Inggris,Andrew Pettegree,Profile Books,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,History,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
3047ae74-8247-48ba-8085-386193c31e65,Si Bengkok,NULL,Indonesia,Ichikawa Saou,Pustaka Anagram,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Japanese Literature,0,NULL,{Contemporary},0,2025-05-27 10:06:40.275537+00
30539b9f-6612-4da2-95f6-60f18dad88b7,Perihal Gendis,NULL,Indonesia,Sapardi Djoko Damono,GPU,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Poetry & Literary Criticism,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
305c171b-2ee4-4aad-94e3-8b5a14bffa1c,Kaizen: Sukses Mengubah Kebiasaan-Kebiasaan Buruk Agar Lebih Produktif dan Efisien,NULL,Indonesia,Nike Shinta,Scritto Books,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Psychology & Self Help,0,NULL,{Productivity},0,2025-05-27 10:06:40.275537+00
306a00b8-49a0-4893-ab8c-d1865f1f8d6b,Shadows of Forgotten Ancestors - Bayang-Bayang Leluhur,NULL,Indonesia,"Carl Sagan, Ann Druyan",KPG,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Science,0,NULL,{History},0,2025-05-27 10:06:40.275537+00
306e62d5-8a89-4b77-9788-b8185494abe9,Jalan Pos Daendels,NULL,Indonesia,Tim Buku TEMPO,KPG,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Colonialism,0,NULL,"{""Indonesian History""}",0,2025-05-27 10:06:40.275537+00
308cab7b-e9ee-46cf-8460-ce6877fba9b2,Self Driving: Menjadi Driver atau Passenger?,NULL,Inggris,Rhenald Kasali,Expose,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Psychology & Self Help,0,NULL,{Leadeship},0,2025-05-27 10:06:40.275537+00
30faf30a-7c01-435f-846b-165ac7891bcf,Manuscript Found in Accra,NULL,Inggris,Paulo Coelho,Vintage,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Self Discovery,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
3152ee5a-76b8-46eb-9749-2d19e4f324ce,Lupus - Candlelight Dinner,NULL,Indonesia,Hilman,GPU,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,"{""Young Adult""}",0,2025-05-27 10:06:40.275537+00
3172d31b-5540-4aae-b34a-d31b07bcfc4e,Luka Luka Linimasa,NULL,Indonesia,Kalis Mardiasih,Akhirpekan,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
318b6d5e-d089-441f-874b-83320c524941,Renungan dan Perjuangan,NULL,Indonesia,Sultan Sjahrir,Penerbit Djambatan,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Critiques on Capitalism,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
31a06cc4-7eb4-4338-89e3-0d58c7a7f51c,The Monk Who Sold His Ferrari,NULL,Indonesia,Robin Sharma,Bentang,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Psychology & Self Help,0,NULL,"{""Personal Development""}",0,2025-05-27 10:06:40.275537+00
31b4046d-8153-445a-beaf-2e485dd5f45e,The Snatch and The Snapped; Yang Terampas dan yang Putus,NULL,Indonesia,Chairil Anwar,GPU,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
31d31ab6-e97f-494a-9bd0-1abd7564a884,World War Z,NULL,Inggris,Max Brooks,Broadway,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Dystopian & Post-Apocalyptic,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
32177922-271c-4162-bb1b-e621d6d6f22f,Lusifer! Lusifer!,NULL,Indonesia,Venerdi Handoyo,Post Press,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,{Poem},0,2025-05-27 10:06:40.275537+00
3217ace7-702f-45dd-8c4d-39d3040e3c9f,The Village of Stepanchikovo and Its Inhabitants,NULL,Inggris,Fyodor Dostoevsky,Alma Books,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Russian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
322c81fc-46f4-44d0-9dd7-35a506f35404,"Lupus - Tangkaplah Daku, Kau Kujitak!",NULL,Indonesia,Hilman,GPU,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,"{""Young Adult""}",0,2025-05-27 10:06:40.275537+00
323d6bb2-a11b-478d-98bb-a4a8c745fc29,Meditations,NULL,Inggris,Marcus Aurelius,Penguin Classic,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Philosophy,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
323f4e2d-a5af-4054-9e6f-18b6ca4039be,Ancika: Dia yang Bersamaku Tahun 1995,NULL,Indonesia,Pidi Baiq,Pastel Books,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
32507943-b08f-436e-85f1-f60bf3adf047,Gie Dan Surat-Surat Yang Tersembunyi,NULL,Indonesia,Tim Buku TEMPO,KPG,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Memoirs & Biography,0,NULL,"{""Self Help""}",0,2025-05-27 10:06:40.275537+00
32625513-356a-4053-a84e-485ad2e44bb2,Asia VS Barat,NULL,Indonesia,Ng Aik Kwang,Kaifa,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Politics & Sociology,0,NULL,{History},0,2025-05-27 10:06:40.275537+00
326cb9cf-1f03-4ca2-9a15-149bc28117b2,Rumah Kaca,NULL,Indonesia,Pramoedya Ananta Toer,Lentera Dipantara,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,"{""Historical Fiction""}",0,2025-05-27 10:06:40.275537+00
33144376-f6af-4371-b7b6-047afd5628ce,Orang Orang Proyek,NULL,Indonesia,Ahmad Tohari,PT Gramedia Pustaka Utama,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,"{""Slice of Life""}",0,2025-05-27 10:06:40.275537+00
3323c8bf-d5d1-43c9-bb0f-515fd1809825,A Series of Unfortunate Event 12: The Penultimate Peril,NULL,Inggris,Lemony Snicket,Egmont,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Children's Books,0,NULL,{Mystery},0,2025-05-27 10:06:40.275537+00
33739149-87e1-49d7-a32f-8a81c1747a75,Koperasi Lawan Tanding Kapitalisme,NULL,Indonesia,Suroto,Mata Kata Inspirasi,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Critiques on Capitalism,0,NULL,{Co-op},0,2025-05-27 10:06:40.275537+00
3427b521-8c37-4044-a609-d75b97a2a1ce,Ten Myths About Israel,NULL,Inggris,Ilan Pappe,Verso,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Colonialism,0,NULL,{Palestine},0,2025-05-27 10:06:40.275537+00
3437f574-2c32-4a85-b6ee-e653df0775dc,These Strange German Ways,NULL,Inggris,Susan Stern,Distrlbooks.inc,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Travel,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
34546b27-f397-417a-8403-9c732bafa51a,"TEMPO Kalah Mah, Kalah Aja",NULL,Indonesia,Anonim,TEMPO,Paperback,On-Site Only,0,NULL,NULL,NULL,Nonfiction,Magazine & Zine,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
345ce741-551f-4474-abdc-fd27fe7dbea0,Even Angels Ask,NULL,Indonesia,Jeffrey Lang,Noura,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Religions,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
346eef3c-8391-49c9-adc5-392ff97b1a20,Powers of Two,NULL,Inggris,Joshua Wolf Shenk,John Murray,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Business,0,NULL,{Psychology},0,2025-05-27 10:06:40.275537+00
3495d011-edd1-4c95-aa27-41ea73e1de5a,Brave New World,NULL,Inggris,Aldous Huxley,Vintage,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Dystopian & Post-Apocalyptic,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
34a83d8e-d026-48be-a007-f1148bff8d84,Maya,NULL,Indonesia,Ayu Utami,KPG,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
34b33cd1-5375-4fe1-a03f-aa80ab8823a7,Gentayangan,NULL,Indonesia,Intan Paramaditha,GPU,Hardcover,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
34db7050-6fc2-4035-b8fa-b34689de6e02,Another Now,NULL,Inggris,Yanis Varoufakis,Bodley Head,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Fantasy & Sci-Fi,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
34ea139a-556b-46f9-a3e6-5df93a075a5f,Middlemarch,NULL,Inggris,George Eliot,Penguin,NULL,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Western Classics,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
3533a3c3-e9cd-4a73-bac8-7f1158da4ce0,The Compass - Filosofi Arette,NULL,Indonesia,Henry Manampiring,Gagasmedia,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Psychology & Self Help,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
3551af94-2fa1-426d-8d55-7916077ddb05,Eleanor Oliphant Is Completely Fine,NULL,Inggris,Gail Honeyman,Penguin,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Western Contemporary Lit.,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
3559b2a2-fe71-4609-bf7d-4f0d4a467c1c,"Bermula dari Cerita Abah - Pemikiran Islam, Politik Islam, dan Islam Tradisi",NULL,Indonesia,Muhammad Iqbal,Tanda Baca,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Politics & Sociology,0,NULL,"{""Short Stories""}",0,2025-05-27 10:06:40.275537+00
3560427e-2913-491c-b7c4-101a25687e3e,Menyongsong Badai,NULL,Indonesia,Margarita García Robayo,Labirin,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,"Colonialism, Race, Class (Fict.)",0,NULL,{Mystery},0,2025-05-27 10:06:40.275537+00
356318ac-ae20-4241-a64a-57bba4e8fae6,Membunuh Commendatore,NULL,Indonesia,Haruki Murakami,KPG,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Memoirs & Biography,0,NULL,"{""World War II""}",0,2025-05-27 10:06:40.275537+00
356c9433-1de3-491b-8639-6e28296aa083,A Series of Unfortunate Event 4: The Miserable Mill,NULL,Inggris,Lemony Snicket,Egmont,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Children's Books,0,NULL,{Mystery},0,2025-05-27 10:06:40.275537+00
357d0e73-ca36-4993-af23-29e1f96c6869,Someone Who Will Love You in All Your Damaged Glory,NULL,Inggris,Raphael Bob-Waksberg,Vintage,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Western Contemporary Lit.,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
35ad7c15-83fb-4dc3-a710-ef4261306263,Perjalanan Mustahil Samiam dari Lisboa,NULL,Indonesia,Zaky Yamani,GPU,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Indonesian Literature,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
35bf6cbd-bfc9-4f95-b293-707113fd8c5f,The Bartimaseus Trilogy: Ptolemy's Gate,NULL,Indonesia,Jonathan Stroud,Gramedia,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Fiction,Fantasy & Sci-Fi,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
35c2a048-dc9d-4476-81ce-e070106fec9e,Cerita Bergambar Totto-chan 2,NULL,Indonesia,Tetsuko Kuroyanagi,Gramedia,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Memoirs & Biography,0,NULL,"{""Historical Fiction""}",0,2025-05-27 10:06:40.275537+00
35c2d833-3cc1-49d3-ada8-660648c370d5,"Guns, Germs & Steel (Bedil, Kuman, & Baja)",NULL,Indonesia,Jared Diamond,KPG,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,History,0,NULL,{Civilization},0,2025-05-27 10:06:40.275537+00
35df08e9-0f5c-46d1-9ec5-4aceffd54b7f,Tanah dan Air Sunda,NULL,Indonesia,Hawe Setiawan,Api Kecil,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,History,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
360e6932-2474-41ba-b5d5-31996d0418c7,1965 Indonesia and the World,NULL,Inggris,"Bernd Schaefer, Baskara T. wardaya",Gramedia,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,History,0,NULL,"{""Indonesian Revolution""}",0,2025-05-27 10:06:40.275537+00
361b0058-977b-4f2f-958d-19deb8d43a89,Si Cacing dan Kotoran Kesayangannya 3,NULL,Indonesia,Ajahn Brahm,Awareness,Paperback,On-site and For Rent,10000,NULL,NULL,NULL,Nonfiction,Psychology & Self Help,0,NULL,{Philosophy},0,2025-05-27 10:06:40.275537+00
3644835a-182b-466d-aec6-11fa22878b19,Inheritance,NULL,Inggris,Christoper Paolini,Borzoi,Hardcover,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Fantasy & Sci-Fi,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
3644aa09-9264-4eb6-8bb0-420074ea1be2,Chain Gang All Stars,NULL,Inggris,Nana Kwame Adjei-Brenyah,Vintage Books,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Dystopian & Post-Apocalyptic,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
364c033a-c6e3-415b-afcd-c2f9f853a338,I'm Glad My Mom Died,NULL,Inggris,Jennette McCurdy,Simon & Schuster,Hardcover,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Memoirs & Biography,0,NULL,"{""Mental Health""}",0,2025-05-27 10:06:40.275537+00
36536a88-3349-45aa-b723-abe86694d9fe,Introducing Kierkegaard: A Graphic Guide,NULL,Inggris,Dave Robinson & Oscar Zarate,Icon Books,Paperback,On-site and For Rent,20000,NULL,NULL,NULL,Nonfiction,Philosophy,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
368c3faa-21c9-4081-8344-912839034e7d,The Vanishing Half,NULL,Inggris,Brit Bennett,Riverhead Books,NULL,On-site and For Rent,20000,NULL,NULL,NULL,Fiction,Western Contemporary Lit.,0,NULL,NULL,0,2025-05-27 10:06:40.275537+00
