id;book_title;isbn_code;language;author;publisher;cover_type;usage;price;published_year;description;book_type;content_type;genre;rating;cover_image;themes;stock;created_at
44e3071e-5ac1-4d4e-b6f3-fe4c0c75f1cb;BOMB: Persaingan Demi Senjata Paling Mematikan di Dunia;;Indonesia;Steve Sheinkin;Noura Books;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;History;0.00;;"[""World War II""]";0;2025-05-27 10:06:40.275537+00
44f6b3de-08d8-42a9-bddb-9d25884f0567;Film, Ideologi, & Militer;;Indonesia;Budi Irawanto;Warning Books;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;Politics & Sociology;0.00;;;0;2025-05-27 10:06:40.275537+00
45158302-75f5-465d-a6e4-6a92110e6254;The Class Ceiling: Why It Pays to Be Privileged;;Inggris;Sam Friedman, Daniel Laurison;Policy Press;Paperback;On-Site Only;0.00;;;;Nonfiction;Memoirs & Biography;0.00;;"[""Business""]";0;2025-05-27 10:06:40.275537+00
4554030d-322e-4004-a332-78ee8f3ad009;Utopia for Realists and How We Can Get There;;Inggris;Rutger Bregman;Bloomsbury;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Politics & Sociology;0.00;;"[""Economics""]";0;2025-05-27 10:06:40.275537+00
45bfceb5-1d2d-4af8-ba98-115a69e64683;Garis Batas: Perjalanan di Negeri-Negeri Asia Tengah;;Indonesia;Agustinus Wibowo;Gramedia;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;Memoirs & Biography;0.00;;"[""Travel""]";0;2025-05-27 10:06:40.275537+00
45fa9b35-7cf2-4ad4-ba77-95a92b93c750;Perdagangan Lada Abad XVII;;Indonesia;P. Swantoro;KPG;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;History;0.00;;"[""South-East Asian History""]";0;2025-05-27 10:06:40.275537+00
462103f2-f2eb-430b-b762-0c1b54fc0021;Reading Together;;Inggris;Noah Brown, et al;FSC;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Education;0.00;;;0;2025-05-27 10:06:40.275537+00
4626ea1d-abd1-4ced-a517-e32b9661801f;The New Geography of Jobs;;Inggris;Enrico Moretti;Mariner;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Politics & Sociology;0.00;;;0;2025-05-27 10:06:40.275537+00
467ba76b-749f-4c5a-855b-981e31da5c42;Kisah Antara Manusia;;Indonesia;Armijn Pane;Balai Pustaka;Paperback;On-site and For Rent;10000.00;;;;Fiction;Indonesian Literature;0.00;;"[""Pujangga Baru""]";0;2025-05-27 10:06:40.275537+00
468a8ada-f7e2-4681-a880-9b7e1ed7f950;Human Acts;;Inggris;Han Kang;Hogarth;Paperback;On-site and For Rent;20000.00;;;;Fiction;Dystopian & Post-Apocalyptic;0.00;;;0;2025-05-27 10:06:40.275537+00
468cb575-a296-4b8c-87c2-db1cce0e843d;The Island of Sea Women;;Inggris;Lisa See;Scribner;Paperback;On-site and For Rent;20000.00;;;;Fiction;Korean Literature;0.00;;;0;2025-05-27 10:06:40.275537+00
46b51cd9-eac5-4d85-8148-338d272fcdaa;The Death of Homo Economicus;;Inggris;Peter Fleming;Pluto Press;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Critiques on Capitalism;0.00;;"[""Worker's Issues""]";0;2025-05-27 10:06:40.275537+00
46bc5dc9-c2ae-4c6d-a0c8-7fd7562d282b;Kisah Orang-Orang Capricorn;;Indonesia;Ayu Utami;KPG;Paperback;On-site and For Rent;10000.00;;;;Fiction;Indonesian Literature;0.00;;;0;2025-05-27 10:06:40.275537+00
46db2fe1-996a-430b-978a-14d8c1cd6a32;Mengenal Psikologi For Beginners;;Indonesia;Nigel C. Benson, Simon Grove;Mizan;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;Psychology & Self Help;0.00;;"[""Psychology""]";0;2025-05-27 10:06:40.275537+00
4702d9a8-7ad6-4267-aa0a-0ce4ec63677d;Perawan Remaja dalam Cengkeraman Militer;;Indonesia;Pramoedya Ananta Toer;KPG;Paperback;On-site and For Rent;10000.00;;;;Fiction;Indonesian Literature;0.00;;;0;2025-05-27 10:06:40.275537+00
473bcfaa-187b-42d7-a207-cd6af9f05728;How Successful People Think;;Inggris;John C. Maxwell;Center Street;Hardcover;On-site and For Rent;20000.00;;;;Nonfiction;Psychology & Self Help;0.00;;"[""Leadership""]";0;2025-05-27 10:06:40.275537+00
474c3105-dc92-47d6-a832-b155e77e91b4;Animal Farm;;Indonesia;George Orwell;PT Gramedia Pustaka Utama;;On-site and For Rent;10000.00;;;;Fiction;Western Classics;0.00;;;0;2025-05-27 10:06:40.275537+00
47645cd6-dc4a-40e6-b49d-156da9696bed;When Marnie Was There - Kala Marnie Ada;;Indonesia;Joan G. Robinson;Baca;Paperback;On-site and For Rent;10000.00;;;;Fiction;Western Classics;0.00;;"[""Family""]";0;2025-05-27 10:06:40.275537+00
4780e476-dba7-418c-a994-6356827ab630;Peace Movement in Islam;;Indonesia;Juan R.I. Cole, Arman Tarmizi (Translator);Bentang Pustaka;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;Religions;0.00;;"[""Islam""]";0;2025-05-27 10:06:40.275537+00
47b39f03-90cf-42e5-9fa3-a3c72a6a0ecc;Powers of Two: Finding the Essence of Innovation in Creative Pairs;;Inggris;Joshua Wolf Shenk;John Murray;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Business;0.00;;;0;2025-05-27 10:06:40.275537+00
47c9b1a5-c0ba-4fe1-8d1e-4f58dfc893a9;The Famous Five: Five and a Half-Term Adventure;;Inggris;Enid Blyton;Hoddler;;On-site and For Rent;20000.00;;;;Fiction;Children's Books;0.00;;"[""Adventure""]";0;2025-05-27 10:06:40.275537+00
48206efc-b55a-49e7-8c20-ed98bbe39453;The Ones Who Walk Away From Omelas;;Inggris;Ursula K.Le Guin;HarperCollins Publisher;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Psychology & Self Help;0.00;;;0;2025-05-27 10:06:40.275537+00
4892cbde-1e57-4914-af4a-f247b719fab5;Hello Beautiful;;Inggris;Ann Napolitano;The Dial Press;Paperback;On-site and For Rent;20000.00;;;;Fiction;Western Contemporary Lit.;0.00;;;0;2025-05-27 10:06:40.275537+00
48992104-cb2f-429d-aac3-c2ede3cedd25;A Brief History of Time;;Indonesia;Stephen Hawking;Gramedia;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;Science;0.00;;;0;2025-05-27 10:06:40.275537+00
48ee22e5-2c1b-4c79-a77d-2b8adf775e7d;The Loneliest Girl in the Universe;;Indonesia;Lauren James;Bentara Aksara Cahaya;Paperback;On-site and For Rent;10000.00;;;;Fiction;Indonesian Literature;0.00;;;0;2025-05-27 10:06:40.275537+00
48f707fd-2f9e-4b05-831f-fda28970d715;The Story of the Lost Child;;Inggris;Elena Ferrante;Europa Edition;Paperback;On-site and For Rent;20000.00;;;;Fiction;On Womanhood;0.00;;"[""Feminism""]";0;2025-05-27 10:06:40.275537+00
490b75b0-67ed-46e0-9d83-e39a9b373184;Pranaraksa - Program Konservasi Keanekaragaman Buah Langka Nusantara;;Indonesia;ASTRA - Pusat Penelitian Bioteknologi LIPI;Grasindo;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;Science;0.00;;"[""Ecology""]";0;2025-05-27 10:06:40.275537+00
492ddac1-40d0-4830-a7d0-3a2d3419dc91;Daun yang Jatuh Tak Pernah Membenci Angin;;Indonesia;Tere Liye;PT Gramedia Pustaka Utama;Paperback;On-site and For Rent;10000.00;;;;Fiction;Indonesian Literature;0.00;;"[""Detective Fiction""]";0;2025-05-27 10:06:40.275537+00
4956de2f-cde9-4c06-aeda-b3b0032bf7f8;Rijsttafel - Budaya Kuliner di Indonesia Masa Kolonial 1870-1942;;Indonesia;Fadly Rahman;GPU;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;History;0.00;;"[""South-East Asian History""]";0;2025-05-27 10:06:40.275537+00
4986f45c-bd9a-48e3-96e6-5c763b807548;Fish Eye;;Indonesia;Handoko Hendroyono;POP;;On-site and For Rent;10000.00;;;;Nonfiction;Business;0.00;;;0;2025-05-27 10:06:40.275537+00
49b917cb-4394-424f-85cf-c26f18dbc501;Origin;;Indonesia;Dan Brown;Bentang Pustaka;Paperback;On-site and For Rent;10000.00;;;;Fiction;Crime & Mystery;0.00;;;0;2025-05-27 10:06:40.275537+00
49c41ab8-6b97-4050-8901-329ef3723fdb;Techno Feudalism - What Killed Capitalism;;Inggris;Yanis Varoufakis;Vintage;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Critiques on Capitalism;0.00;;;0;2025-05-27 10:06:40.275537+00
4a45cac0-8084-4bed-b85e-b2acca4ebb4a;Billy and the Minpins;;Inggris;Roald Dahl;Puffin;;On-site and For Rent;20000.00;;;;Fiction;Children's Books;0.00;;;0;2025-05-27 10:06:40.275537+00
4a4daf82-e3b9-4729-a2d4-6b11626eab8a;Suicide Knot;;Indonesia;Vie Asano;Noura;Paperback;On-site and For Rent;10000.00;;;;Fiction;Western Contemporary Lit.;0.00;;;0;2025-05-27 10:06:40.275537+00
4a8303c7-03c4-41e8-b5cf-455c031dd35d;Never Let Me Go;;Inggris;Kazuo Ishiguro;Faber & Faber;Paperback;On-site and For Rent;20000.00;;;;Fiction;Indonesian Literature;0.00;;;0;2025-05-27 10:06:40.275537+00
4a976193-db35-48f4-bdf8-822749a577be;Topics of Conversation;;Inggris;Miranda Popkey;Serpent's Tail;;On-site and For Rent;20000.00;;;;Fiction;Western Contemporary Lit.;0.00;;;0;2025-05-27 10:06:40.275537+00
4a97dafa-d418-4de2-924f-aa8861a552cd;Fairy Tales and Stories;;Inggris;H.C Andersen;Robin Books;Paperback;On-site and For Rent;20000.00;;;;Fiction;Fantasy & Sci-Fi;0.00;;;0;2025-05-27 10:06:40.275537+00
4aa4ee77-4aec-4a59-98a3-7071058952d9;Hitler's Pope;;Inggris;John Cornwell;Penguin;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Memoirs & Biography;0.00;;"[""World War II""]";0;2025-05-27 10:06:40.275537+00
4abb9201-745b-49f2-8039-199c3c1fcc78;Khadija;;Inggris;Resit Haylamaz;Tughra Books;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Religions;0.00;;"[""History""]";0;2025-05-27 10:06:40.275537+00
4adf3f25-2c2b-40ce-9feb-b1441769604b;Bandung Menjelang Pagi;;Indonesia;Brian Khrisna;Media Kita;Paperback;On-site and For Rent;10000.00;;;;Fiction;Indonesian Literature;0.00;;;0;2025-05-27 10:06:40.275537+00
4b12a1a5-0c6e-4040-bca1-df79cd429fc0;Hatta: Aku Datang Karena Sejarah;;Indonesia;Sergius Sutanto;Qanita;Paperback;On-site and For Rent;10000.00;;;;Fiction;Indonesian Literature;0.00;;;0;2025-05-27 10:06:40.275537+00
4b1c9efb-8aab-4aac-a4c7-1d069b8dd420;Neraka Adalah Orang Lain;;Indonesia;Jean Paul Sartre;Odise Publishing;;On-site and For Rent;10000.00;;;;Fiction;Western Classics;0.00;;;0;2025-05-27 10:06:40.275537+00
4b2bee6c-d653-41d7-9c11-d3194208bdbe;Sepakbola Tak Akan Pulang;;Indonesia;Mahfud Ikhwan;Shira Media;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;Politics & Sociology;0.00;;;0;2025-05-27 10:06:40.275537+00
4b566f8d-2971-408a-982f-7ced9a077e1a;The Year of the Runaways;;Inggris;Sunjeev Sahota;Picador;Paperback;On-site and For Rent;20000.00;;;;Fiction;World Literature;0.00;;;0;2025-05-27 10:06:40.275537+00
4b58ebf4-9646-4898-aa0a-bfbd61ace988;Ketika Cinta Bertasbih: Episode 2;;Indonesia;Habiburrahman El-Shirazy;Republika Penerbit;Paperback;On-site and For Rent;10000.00;;;;Fiction;Indonesian Literature;0.00;;;0;2025-05-27 10:06:40.275537+00
4b73a1a3-7095-4642-9ac8-a67d448e8d5f;Jejak Hitler di Indonesia;;Indonesia;Horst H. Geerken;Kompas;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;History;0.00;;"[""Indonesian History""]";0;2025-05-27 10:06:40.275537+00
4b9df537-694c-48bf-90a4-4c72693c76ba;The Midnight Library;;Inggris;Matt Haig;Canongate Books;Paperback;On-site and For Rent;20000.00;;;;Fiction;Western Contemporary Lit.;0.00;;;0;2025-05-27 10:06:40.275537+00
4bf4b8c4-5946-4973-86e4-287c1571cf56;orien;;Inggris;Bonnie Garmus;Doubleday;;On-site and For Rent;20000.00;;;;Fiction;Western Contemporary Lit.;0.00;;;0;2025-05-27 10:06:40.275537+00
4c2db40a-27d4-4e88-81bb-492182753b10;Filsafat Hobbes;;Indonesia;Frederick Copleston;Basa Basi;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;Philosophy;0.00;;;0;2025-05-27 10:06:40.275537+00
4c324db1-940a-40a5-b290-80f6f382b59e;A Series of Unfortunate Event 3: The Wide Window;;Inggris;Lemony Snicket;Egmont;Paperback;On-site and For Rent;20000.00;;;;Fiction;Children's Books;0.00;;"[""Mystery""]";0;2025-05-27 10:06:40.275537+00
4c3a219d-d884-4caf-a2e6-39cc0e77e191;Save The Cat! Writes A Novel;;Indonesia;Blake Snynder;Noura Books;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;Education;0.00;;;0;2025-05-27 10:06:40.275537+00
4c513227-a004-480a-8e5c-7901431646ab;The Joy Luck Club;;Indonesia;Amy Tan;Gramedia;Paperback;On-site and For Rent;10000.00;;;;Fiction;Chinese Literature;0.00;;"[""Historical Fiction""]";0;2025-05-27 10:06:40.275537+00
4c5328fa-2c99-4c8d-a150-52236d1760f7;Saga dari Samudra;;Indonesia;Ratih Kumala;Gramedia;Paperback;On-site and For Rent;10000.00;;;;Fiction;Indonesian Literature;0.00;;"[""Romance""]";0;2025-05-27 10:06:40.275537+00
4c59a834-0464-4838-adb9-f3c7a485d4d2;Belantara : The Dark Forest;;Indonesia;Liu Cixin;KPG;Paperback;On-site and For Rent;10000.00;;;;Fiction;Chinese Literature;0.00;;"[""Fantasy""]";0;2025-05-27 10:06:40.275537+00
4c9aba76-4906-41a1-960d-9ba7be863f08;Don't Follow Your Passion;;Indonesia;Cal Newport;Naura;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;Psychology & Self Help;0.00;;"[""Business""]";0;2025-05-27 10:06:40.275537+00
4cb7d528-e910-41ae-90a2-1851d5d3c2bc;Celana Pacarkecilku di Bawah Kibaran Sarung;;Indonesia;Joko Pinurbo;Gramedia;Paperback;On-site and For Rent;10000.00;;;;Fiction;Poetry & Literary Criticism;0.00;;;0;2025-05-27 10:06:40.275537+00
4cdccbb5-4f5e-485b-baea-b43087d435ea;Cries in The Drizzle;;Indonesia;Yu Hua;PT Gramedia Pustaka Utama;Paperback;On-site and For Rent;10000.00;;;;Fiction;Chinese Literature;0.00;;"[""Young Adult""]";0;2025-05-27 10:06:40.275537+00
4d31d635-9cc8-4abd-8ef2-d072d8c5572b;Aku Mengeong;;Indonesia;Wawan Kurniawan;Indonesia Tera;Paperback;On-site and For Rent;10000.00;;;;Fiction;Indonesian Literature;0.00;;;0;2025-05-27 10:06:40.275537+00
4d57cb99-a30c-4043-9c2b-275963e86a68;Elementary: The Periodic Table Explained;;Inggris;James M. Russell;Michael O'Mara;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Science;0.00;;;0;2025-05-27 10:06:40.275537+00
4d5c9ab9-a311-4d46-a72b-311302990923;Disabilitas & Narasi Ketidaksetaraan;;Indonesia;Muhammad Khambali;Anagram;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;Education;0.00;;;0;2025-05-27 10:06:40.275537+00
4d686174-2b07-4b6c-85ce-cc3cc7cf38af;William Shakespeare: The Complete Plays in One Sitting;;Inggris;Joelle Herr;Running Press;Hardcover;On-site and For Rent;20000.00;;;;Fiction;Indonesian Literature;0.00;;"[""historical Fiction""]";0;2025-05-27 10:06:40.275537+00
4d7cbf49-bc08-4c59-bfaa-eb20f86e0304;Dial A For Aunties;;Inggris;Jesse Q Sutanto;Berkley Newyork;Paperback;On-site and For Rent;20000.00;;;;Fiction;Indonesian Literature;0.00;;;0;2025-05-27 10:06:40.275537+00
4d81add5-9b78-434b-9c7f-0b82d38c33d2;The Overdue Life of Amy Byler;;Inggris;Kelly Harms;Lake Union Publishing;Paperback;On-site and For Rent;20000.00;;;;;;0.00;;;0;2025-05-27 10:06:40.275537+00
4d9f777f-713a-4305-94c4-852ddc01dd82;Kisah Para Preanger Planters;;Indonesia;Her Suganda;Kompas;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;History;0.00;;"[""South-East Asian History""]";0;2025-05-27 10:06:40.275537+00
4db76b10-9f0a-423f-bd03-a7e4a45f548a;Mild Vertigo;;Inggris;Mieko Kanai;Fitzcarraldo Editions;Paperback;On-site and For Rent;20000.00;;;;Fiction;Japanese Literature;0.00;;"[""Historical Fiction""]";0;2025-05-27 10:06:40.275537+00
4de68558-22c9-4079-b043-e54440d3004a;The Psyschology of Money;;Inggris;Morgan Housel;Harriman House;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Psychology & Self Help;0.00;;;0;2025-05-27 10:06:40.275537+00
4e0530b9-02f9-4f4b-a24a-2e7650446ec4;The Famous Five: Well Done Famous Five;;Inggris;Enid Blyton;Hoddler;;On-site and For Rent;20000.00;;;;Fiction;Children's Books;0.00;;"[""Adventure""]";0;2025-05-27 10:06:40.275537+00
4e0be7be-1118-4181-a92d-dc1a148e0c69;The Success Book;;Inggris;Tim Johnson;LID Publishing;Hardcover;On-site and For Rent;20000.00;;;;Nonfiction;Psychology & Self Help;0.00;;;0;2025-05-27 10:06:40.275537+00
4e52e49f-3e9f-4442-b0d9-f66e7679b4cb;3 Tahun;;Indonesia;Anton Chekov;Bentang Pustaka;Paperback;On-site and For Rent;10000.00;;;;Fiction;Russian Literature;0.00;;;0;2025-05-27 10:06:40.275537+00
4e7a17df-828c-4796-b1d6-ff9bf45eecc2;Islam dan Sosialisme;;Indonesia;HOS Tjokroaminoto;Sega Arsy;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;Children's Books;0.00;;"[""Picture Book""]";0;2025-05-27 10:06:40.275537+00
4e8dd19f-6804-4e42-b8f5-03c8c8366ebd;Pendidikan Jasmani dan Kesunyian;;Indonesia;Beni Satryo;Buku Mojok;Paperback;On-site and For Rent;10000.00;;;;Fiction;Poetry & Literary Criticism;0.00;;;0;2025-05-27 10:06:40.275537+00
4e9c124a-3b41-4509-b7f5-5e10870111ee;Keynes-Hayek - The Clash That Defined Modern Economics;;Inggris;Nicholas Wapshott;Norton;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Critiques on Capitalism;0.00;;"[""Theory""]";0;2025-05-27 10:06:40.275537+00
4eae246f-4e0a-4f48-bd16-92a59954740a;Persuasion;;Inggris;Jane Austen;Transatlantic Press;;On-site and For Rent;20000.00;;;;Fiction;Western Classics;0.00;;;0;2025-05-27 10:06:40.275537+00
4ebff73d-c041-4ab4-b6e1-fe8a8ae9145d;Of Self and Nation: Autobiography and the Representation of Modern Indonesia;;Inggris;C.W. Watson;Equinox Publishing (Asia) Pte;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Memoirs & Biography;0.00;;;0;2025-05-27 10:06:40.275537+00
4ed73bfc-bd44-4c66-9060-1d2934b4f2fa;A Cabinet of Philosophical Curiosities;;Inggris;Roy Sorensen;Profile Books;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Philosophy;0.00;;;0;2025-05-27 10:06:40.275537+00
4ee443ea-0966-4080-a624-b3323a2f47aa;Dari Soekarno Sampai SBY: Intrik & Lobi Politik Para Penguasa;;Indonesia;Tjipta Lesmana;Gramedia;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Politics & Sociology;0.00;;"[""History""]";0;2025-05-27 10:06:40.275537+00
4eeae865-d527-48a8-ba7e-76aa2a18806a;Imperium;;Indonesia;Robert Harris;GPU;Paperback;On-site and For Rent;10000.00;;;;Fiction;Fantasy & Sci-Fi;0.00;;;0;2025-05-27 10:06:40.275537+00
4ef580bd-5802-4432-97de-6d5f9cd3602a;Liberalism Disavowed: Communitarianism and State Capitalism in Singapore;;Inggris;Chua Beng Huat;NUS;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Critiques on Capitalism;0.00;;"[""Economics""]";0;2025-05-27 10:06:40.275537+00
4f0b440d-d91f-4522-87c1-ece7ccebbaa5;Madilog;;Indonesia;Tan Malaka;Ircisod;Paperback;On-site and For Rent;10000.00;;;;;;0.00;;;0;2025-05-27 10:06:40.275537+00
4f0dfe01-97db-49d8-ae7f-3ec70a0f94a9;Kumpulan Sajak;;Indonesia;Goenawan Mohamad;Tigris;Paperback;On-site and For Rent;10000.00;;;;Fiction;Crime & Mystery;0.00;;;0;2025-05-27 10:06:40.275537+00
4f4849c6-04c0-4cba-95e5-f1c0cc49352b;Love in the Big City;;Inggris;Sang Young Park;Tilted Axis Press;Paperback;On-site and For Rent;20000.00;;;;Fiction;Korean Literature;0.00;;;0;2025-05-27 10:06:40.275537+00
4f51fa62-431d-4ad9-82d1-2c9619488a32;Di Atas Umbria;;Indonesia;Acep Zamzam Noor;Gambang Buku Budaya;Paperback;On-site and For Rent;10000.00;;;;Fiction;Poetry & Literary Criticism;0.00;;;0;2025-05-27 10:06:40.275537+00
4f8d6daf-80a0-4b46-b0f4-6118065b3f41;The Art of Waiting: Having Faith in God's Perfect Plan When Things Don't Go Our Way;;Inggris;Ezzah Mahmud;Iman Publication;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Religions;0.00;;"[""Islam""]";0;2025-05-27 10:06:40.275537+00
4fddd237-6f47-4190-8fda-e6e6e8b18574;Parable of Sower;;Inggris;Octavia E. Butler;Grand Central Publishing;Paperback;On-site and For Rent;20000.00;;;;Fiction;Dystopian & Post-Apocalyptic;0.00;;"[""Sci-fi""]";0;2025-05-27 10:06:40.275537+00
4ff775ca-b837-44df-a222-014e5cbdb07e;The Only One Left;;Inggris;Riley Sager;Penguin;Paperback;On-site and For Rent;20000.00;;;;Fiction;Crime & Mystery;0.00;;"[""Psychological Thriller""]";0;2025-05-27 10:06:40.275537+00
500315d7-b017-4aa1-a332-c65efa191f10;The New Digital Era;;Inggris;Eric Schmidt & Jared Cohen;John Murray;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Business;0.00;;;0;2025-05-27 10:06:40.275537+00
500f7fb6-92e8-4ca8-b3f8-4834cc761dbc;Oeroeg;;Indonesia;Hella S. Haasse;Gramedia;Paperback;On-site and For Rent;10000.00;;;;Fiction;Colonialism, Race, Class (Fict.);0.00;;"[""Historical Fiction""]";0;2025-05-27 10:06:40.275537+00
50186afd-777b-4a33-babe-47f51f6a92db;Kerja atau Dikerjain? Jalan Keluar dari Hidup yang Habis untuk Bekerja;;Indonesia;William Morris;Litani Literasi;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;Critiques on Capitalism;0.00;;"[""Worker's Issues""]";0;2025-05-27 10:06:40.275537+00
50291ca0-e757-486d-8dce-1da14c5e95ee;Reset;;Indonesia;L. Zeth;Gramedia;Paperback;On-site and For Rent;10000.00;;;;Fiction;Crime & Mystery;0.00;;;0;2025-05-27 10:06:40.275537+00
507ef904-2315-40f1-8391-aee128117ae8;Metode Jakarta;;Indonesia;Vincent Bevins;Marjin Kiri;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;History;0.00;;;0;2025-05-27 10:06:40.275537+00
50922acd-4c8b-40bb-8dc4-d75cd346ebcc;China's Silent Army: The Pioneers, Traders, Fixers and Workers Who are Remaking the World in Beijing's Image;;Inggris;Juan Pablo Cardenal;Allen Lane;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Politics & Sociology;0.00;;"[""History""]";0;2025-05-27 10:06:40.275537+00
50e07118-e86c-4cd1-b6af-2b69b08f2c25;Solilokui - Kumpulan Esai Sastra;;Indonesia;Budi Darma;Gramedia;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;Memoirs & Biography;0.00;;"[""Personal Letters""]";0;2025-05-27 10:06:40.275537+00
50f952f2-4f16-40c9-873b-e0131eb803d1;When Breath Becomes Air;;Inggris;Paul Kalanithi;Random House;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Memoirs & Biography;0.00;;;0;2025-05-27 10:06:40.275537+00
510cf9c8-deb0-432d-af07-044df42ddaf3;Pemburu Halimun;;Indonesia;Rezawardhana;Dukut Publishing;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;Crime & Mystery;0.00;;;0;2025-05-27 10:06:40.275537+00
513c6d63-2e72-457d-a269-2b354c175fcc;The Comfort Book (Terj.);;Indonesia;Matt Haig;PT Gramedia Pustaka Utama;;On-site and For Rent;10000.00;;;;Fiction;Psychology & Self Help;0.00;;;0;2025-05-27 10:06:40.275537+00
5161d167-4dc1-42c2-b5b0-a6f5619df4b7;Crying in H Mart;;Indonesia;Michelle Zauner;PT Gramedia Pustaka Utama;;On-site and For Rent;10000.00;;;;Nonfiction;Memoirs & Biography;0.00;;;0;2025-05-27 10:06:40.275537+00
516ecefc-1007-4e8d-b036-81769f4396b0;Kakakku, Bongsoon;;Indonesia;Gong Ji-Young;Penerbit Haru;Paperback;On-site and For Rent;10000.00;;;;Fiction;Indonesian Literature;0.00;;;0;2025-05-27 10:06:40.275537+00
517160c2-c7a9-40cd-99cf-97e488d71255;The Civilization of the Middle Ages;;Inggris;Norman F. Cantor;Harper Collins;Hardcover;On-site and For Rent;20000.00;;;;Nonfiction;History;0.00;;"[""Medieval";;
5199afa0-aea2-4665-8503-d8ee63b2bbca;Hingga Ujung Cakrawala;;Indonesia;Titi Sanaria;GPU;Paperback;On-site and For Rent;10000.00;;;;Fiction;Indonesian Literature;0.00;;"[""Detective Fiction""]";0;2025-05-27 10:06:40.275537+00
51dbf4cf-c882-4daa-8889-f65e58cd4108;Jejak Mata Pyongyang;;Indonesia;Seno Gumira Ajidarma;Mizan;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;Travel;0.00;;;0;2025-05-27 10:06:40.275537+00
521bf2f6-6bd1-41e1-acda-c73f5c8b1001;Embedded Autonomy;;Inggris;Peter Evans;Princeton;Paperback;On-site and For Rent;20000.00;;;;Fiction;World Literature;0.00;;;0;2025-05-27 10:06:40.275537+00
5226d6ed-4872-4190-9824-fe18d05eb719;Walking in the Woods;;Inggris;Yoshifumi Miyakaze;Aster;Paperback;On-site and For Rent;20000.00;;;;Fiction;Japanese Literature;0.00;;;0;2025-05-27 10:06:40.275537+00
5247b835-66de-4fd7-93b0-56610c6fba4b;Playing Victim;;Indonesia;Eva Sri Rahayu;Noura;Paperback;On-site and For Rent;10000.00;;;;Fiction;Crime & Mystery;0.00;;;0;2025-05-27 10:06:40.275537+00
525006f4-0c86-4154-96d7-f3ea40e1f24c;Outliers: the Story of Success;;Inggris;Malcolm Gladwell;Little, Brown, and Company;Paperback;On-site and For Rent;20000.00;;;;Nonfiction;Psychology & Self Help;0.00;;"[""Business""]";0;2025-05-27 10:06:40.275537+00
52af1d31-01a8-48a6-8b96-ca735c9841f8;Eleanor & Park;;Inggris;Rainbow Rowell;St. Martin's Griffin;Paperback;On-site and For Rent;20000.00;;;;Fiction;Western Contemporary Lit.;0.00;;;0;2025-05-27 10:06:40.275537+00
52b16636-b4c2-4470-b11e-961e354c0dbc;Nabi Muhammad Juga Manusia;;Indonesia;Khalid Muhammad Khalid;Mushaf;Paperback;On-site and For Rent;10000.00;;;;Nonfiction;Religions;0.00;;"[""Islam""]";0;2025-05-27 10:06:40.275537+00
